Truck Number,Style,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Claim Number,Scale Claim Cost,Scale Labor Cost,claim_flag
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 76508,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 77054,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 77525,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 92628,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 104700,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 111733,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 112703,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 115236,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 118226,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 121746,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 122532,0.0,0.0,0
Truck 42913,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 122745,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 11728,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 14309,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 21533,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 39442,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 45859,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 56061,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 56062,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 75567,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 77886,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 83582,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 94078,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 107334,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 113926,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 114521,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 121640,0.0,0.0,0
Truck 42914,Style 3,Option 31,Option 102,Option 185,Option 230,Option 265,Option283,Option 291,Option 300,Claim 122793,0.0,0.0,0
Truck 42915,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,,0.0,0.0,0
Truck 42916,Style 7,Option 33,Option 101,Option 181,Option 208,Option 265,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 42917,Style 7,Option 33,Option 101,Option 181,Option 208,Option 265,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 42918,Style 7,Option 34,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 20682,0.0,0.0,0
Truck 42918,Style 7,Option 34,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 110482,0.0,0.0,0
Truck 42919,Style 7,Option 32,Option 101,Option 187,Option 207,Option 267,Option 284,Option 291,Option 303,,0.0,0.0,0
Truck 42920,Style 7,Option 32,Option 101,Option 183,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 30523,0.0,0.0,0
Truck 42920,Style 7,Option 32,Option 101,Option 183,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 53025,0.0,0.0,0
Truck 42921,Style 3,Option 37,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 38922,0.0,0.0,0
Truck 42921,Style 3,Option 37,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 99707,0.0,0.0,0
Truck 42922,Style 7,Option 32,Option 101,Option 185,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 104076,0.0,0.0,0
Truck 42923,Style 7,Option 33,Option 112,Option 181,Option 208,Option 265,Option 284,Option 291,Option 301,Claim 52923,0.0,0.0,0
Truck 42924,Style 7,Option 32,Option 125,Option 183,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 100236,0.0,0.0,0
Truck 42925,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 7197,0.0,0.0,0
Truck 42925,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 10128,0.0,0.0,0
Truck 42925,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 89585,0.0,0.0,0
Truck 42926,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 20032,0.0,0.0,0
Truck 42926,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 94876,0.0,0.0,0
Truck 42926,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 117843,0.0,0.0,0
Truck 42927,Style 7,Option 35,Option 103,Option 185,Option 230,Option 265,Option 284,Option 291,Option 303,,0.0,0.0,0
Truck 42928,Style 7,Option 32,Option 101,Option 187,Option 206,Option 265,Option 285,Option 291,Option 303,Claim 20809,0.0,0.0,0
Truck 42928,Style 7,Option 32,Option 101,Option 187,Option 206,Option 265,Option 285,Option 291,Option 303,Claim 30904,0.0,0.0,0
Truck 42929,Style 7,Option 32,Option 101,Option 187,Option 205,Option 265,Option 284,Option 291,Option 303,Claim 13189,0.0,0.0,0
Truck 42930,Style 7,Option 33,Option 101,Option 187,Option 206,Option 265,Option 284,Option 291,Option 303,Claim 6443,0.0,0.0,0
Truck 42931,Style 7,Option 33,Option 101,Option 187,Option 206,Option 265,Option 284,Option 291,Option 303,Claim 17319,0.0,0.0,0
Truck 42931,Style 7,Option 33,Option 101,Option 187,Option 206,Option 265,Option 284,Option 291,Option 303,Claim 39062,0.0,0.0,0
Truck 42932,Style 7,Option 32,Option 140,Option 181,Option 220,Option 265,Option 285,Option 291,Option 301,Claim 13586,0.0,0.0,0
Truck 42932,Style 7,Option 32,Option 140,Option 181,Option 220,Option 265,Option 285,Option 291,Option 301,Claim 24046,0.0,0.0,0
Truck 42932,Style 7,Option 32,Option 140,Option 181,Option 220,Option 265,Option 285,Option 291,Option 301,Claim 79173,0.0,0.0,0
Truck 42933,Style 7,Option 32,Option 101,Option 187,Option 208,Option 265,Option 284,Option 291,Option 303,Claim 12848,0.0,0.0,0
Truck 42933,Style 7,Option 32,Option 101,Option 187,Option 208,Option 265,Option 284,Option 291,Option 303,Claim 14539,0.0,0.0,0
Truck 42933,Style 7,Option 32,Option 101,Option 187,Option 208,Option 265,Option 284,Option 291,Option 303,Claim 30059,0.0,0.0,0
Truck 42934,Style 7,Option 32,Option 101,Option 187,Option 220,Option 265,Option 285,Option 291,Option 303,,0.0,0.0,0
Truck 42935,Style 3,Option 31,Option 98,Option 187,Option 237,Option 268,Option283,Option 291,Option 301,Claim 27633,0.0,0.0,0
Truck 42935,Style 3,Option 31,Option 98,Option 187,Option 237,Option 268,Option283,Option 291,Option 301,Claim 28384,0.0,0.0,0
Truck 42936,Style 7,Option 31,Option 98,Option 187,Option 237,Option 265,Option283,Option 291,Option 303,Claim 75608,0.0,0.0,0
Truck 42936,Style 7,Option 31,Option 98,Option 187,Option 237,Option 265,Option283,Option 291,Option 303,Claim 76832,0.0,0.0,0
Truck 42936,Style 7,Option 31,Option 98,Option 187,Option 237,Option 265,Option283,Option 291,Option 303,Claim 90040,0.0,0.0,0
Truck 42937,Style 3,Option 31,Option 86,Option 181,Option 208,Option 265,Option283,Option 291,Option 301,Claim 64760,0.0,0.0,0
Truck 42938,Style 3,Option 31,Option 86,Option 181,Option 208,Option 265,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42939,Style 7,Option 32,Option 101,Option 187,Option 206,Option 265,Option 284,Option 291,Option 303,Claim 11868,0.0,0.0,0
Truck 42939,Style 7,Option 32,Option 101,Option 187,Option 206,Option 265,Option 284,Option 291,Option 303,Claim 16419,0.0,0.0,0
Truck 42940,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 1951,0.0,0.0,0
Truck 42940,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 6274,0.0,0.0,0
Truck 42940,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 35319,0.0,0.0,0
Truck 42940,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 71909,0.0,0.0,0
Truck 42940,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 109507,0.0,0.0,0
Truck 42941,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 7461,0.0,0.0,0
Truck 42941,Style 7,Option 35,Option 98,Option 188,Option 230,Option 265,Option 284,Option 291,Option 303,Claim 92997,0.0,0.0,0
Truck 42942,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 10129,0.0,0.0,0
Truck 42942,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 20818,0.0,0.0,0
Truck 42942,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 57377,0.0,0.0,0
Truck 42943,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 10130,0.0,0.0,0
Truck 42943,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 47399,0.0,0.0,0
Truck 42943,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 59430,0.0,0.0,0
Truck 42943,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 61711,0.0,0.0,0
Truck 42943,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 74179,0.0,0.0,0
Truck 42944,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 88745,0.0,0.0,0
Truck 42944,Style 7,Option 49,Option 102,Option 185,Option 237,Option 265,Option 284,Option 293,Option 303,Claim 117730,0.0,0.0,0
Truck 42945,Style 7,Option 49,Option 98,Option 183,Option 208,Option 265,Option 284,Option 291,Option 303,Claim 28963,0.0,0.0,0
Truck 42946,Style 3,Option 49,Option 107,Option 183,Option 242,Option 265,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 42947,Style 3,Option 47,Option 128,Option 183,Option 215,Option 265,Option 284,Option 291,Option 300,Claim 50360,0.0,0.0,0
Truck 42948,Style 3,Option 47,Option 128,Option 183,Option 215,Option 265,Option 284,Option 291,Option 300,,0.0,0.0,0
Truck 42949,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,,0.0,0.0,0
Truck 42950,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 5168,0.0,0.0,0
Truck 42950,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 20352,0.0,0.0,0
Truck 42950,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 71149,0.0,0.0,0
Truck 42950,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 77978,0.0,0.0,0
Truck 42950,Style 3,Option 39,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 105346,0.0,0.0,0
Truck 42951,Style 7,Option 35,Option 98,Option 185,Option 207,Option 265,Option 284,Option 291,Option 303,,0.0,0.0,0
Truck 42952,Style 7,Option 35,Option 98,Option 185,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 22334,0.0,0.0,0
Truck 42953,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 111867,0.0,0.0,0
Truck 42954,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 46573,0.0,0.0,0
Truck 42955,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42956,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42957,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 119314,0.0,0.0,0
Truck 42958,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 43274,0.0,0.0,0
Truck 42959,Style 3,Option 39,Option 119,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42960,Style 3,Option 39,Option 111,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42961,Style 3,Option 39,Option 111,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 43250,0.0,0.0,0
Truck 42961,Style 3,Option 39,Option 111,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 88858,0.0,0.0,0
Truck 42961,Style 3,Option 39,Option 111,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,Claim 102615,0.0,0.0,0
Truck 42962,Style 3,Option 39,Option 111,Option 188,Option 208,Option 275,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42963,Style 7,Option 45,Option 98,Option 185,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 73147,0.0,0.0,0
Truck 42964,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,,0.0,0.0,0
Truck 42965,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,,0.0,0.0,0
Truck 42966,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 16880,0.0,0.0,0
Truck 42966,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 42688,0.0,0.0,0
Truck 42966,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 74955,0.0,0.0,0
Truck 42966,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 111739,0.0,0.0,0
Truck 42966,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 112522,0.0,0.0,0
Truck 42967,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 3015,0.0,0.0,0
Truck 42967,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 56194,0.0,0.0,0
Truck 42967,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 74959,0.0,0.0,0
Truck 42967,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 120440,0.0,0.0,0
Truck 42968,Style 3,Option 11,Option 86,Option 181,Option 213,Option 265,Option283,Option 291,Option 300,Claim 74956,0.0,0.0,0
Truck 42969,Style 7,Option 32,Option 101,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 42970,Style 7,Option 35,Option 98,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 7077,0.0,0.0,0
Truck 42970,Style 7,Option 35,Option 98,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 60270,0.0,0.0,0
Truck 42971,Style 7,Option 35,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 42972,Style 7,Option 35,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 4089,0.0,0.0,0
Truck 42972,Style 7,Option 35,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 75383,0.0,0.0,0
Truck 42972,Style 7,Option 35,Option 84,Option 181,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 99452,0.0,0.0,0
Truck 42973,Style 3,Option 31,Option 84,Option 181,Option 206,Option 265,Option283,Option 291,Option 301,,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 3610,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 5074,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 12423,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 33404,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 59317,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 60966,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 68336,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 73412,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 77668,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 79578,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 93329,0.0,0.0,0
Truck 42974,Style 7,Option 31,Option 98,Option 187,Option 215,Option 265,Option283,Option 291,Option 299,Claim 103391,0.0,0.0,0
Truck 42975,Style 7,Option 41,Option 98,Option 185,Option 242,Option 265,Option 284,Option 291,Option 301,Claim 25766,0.0,0.0,0
Truck 42975,Style 7,Option 41,Option 98,Option 185,Option 242,Option 265,Option 284,Option 291,Option 301,Claim 54736,0.0,0.0,0
Truck 42975,Style 7,Option 41,Option 98,Option 185,Option 242,Option 265,Option 284,Option 291,Option 301,Claim 57731,0.0,0.0,0
Truck 42975,Style 7,Option 41,Option 98,Option 185,Option 242,Option 265,Option 284,Option 291,Option 301,Claim 78233,0.0,0.0,0
Truck 42975,Style 7,Option 41,Option 98,Option 185,Option 242,Option 265,Option 284,Option 291,Option 301,Claim 94577,0.0,0.0,0
Truck 42975,Style 7,Option 41,Option 98,Option 185,Option 242,Option 265,Option 284,Option 291,Option 301,Claim 105133,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 2891,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 10685,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 21152,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 22848,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 24899,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 31160,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 32131,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 32388,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 34629,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 34680,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 36569,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 37328,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 43468,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 60167,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 60207,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 60445,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 66131,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 69523,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 73614,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 74690,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 80710,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 85145,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 89801,0.0,0.0,0
Truck 42976,Style 3,Option 27,Option 84,Option 195,Option 206,Option 265,Option 284,Option 291,Option 301,Claim 100964,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 3037,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 7463,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 13516,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 16529,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 27535,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 27655,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 35812,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 42679,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 45729,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 52209,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 52574,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 54413,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 57773,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 57895,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 64374,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 66877,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 69719,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 80496,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 82273,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 83392,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 85755,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 86882,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 88250,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 89021,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 108325,0.0,0.0,0
Truck 42977,Style 3,Option 31,Option 100,Option 185,Option 242,Option 265,Option283,Option 291,Option 301,Claim 119244,0.0,0.0,0
Truck 42978,Style 7,Option 31,Option 98,Option 185,Option 208,Option 265,Option283,Option 291,Option 303,Claim 30055,0.0,0.0,0
Truck 42978,Style 7,Option 31,Option 98,Option 185,Option 208,Option 265,Option283,Option 291,Option 303,Claim 31417,0.0,0.0,0
Truck 42978,Style 7,Option 31,Option 98,Option 185,Option 208,Option 265,Option283,Option 291,Option 303,Claim 31418,0.0,0.0,0
Truck 42978,Style 7,Option 31,Option 98,Option 185,Option 208,Option 265,Option283,Option 291,Option 303,Claim 34015,0.0,0.0,0
